country_id,policy_variant_id,scenario_id,regime_id,prob_v_ge_1,prob_v_ge_1_10,v_p05,v_p50,v_p95,converged_flag
PER,GMI:GMI_loaded_aggregate,mid,r2,0.0,0.0,-0.0510624104435888,-0.0319105912188971,-0.0048359094803851,True
PER,MUT,mid,r2,0.0,0.0,0.0059448648639813,0.0209688356486348,0.0421598290193806,True
PER,PBI,mid,r2,0.0,0.0,0.0076066411547585,0.0176838274420554,0.0318797011409474,True
PER,UBI,mid,r2,0.0,0.0,0.0035138334581562,0.0072755071488945,0.0125733153453045,True
PER,PEN,mid,r3,0.0,0.0,-0.0766220110920464,0.0536235975904663,0.2353403298434292,True
PER,GMI:GMI_ideal_aggregate,mid,r3,0.0,0.0,-0.0831305314403983,-0.0570945820983098,-0.0208445384822125,True
PER,GMI:GMI_loaded_aggregate,mid,r3,0.0,0.0,-0.0554203542935988,-0.0380630547322065,-0.0138963589881417,True
PER,MUT,mid,r3,0.0,0.0,0.0029038365451377,0.0164924192301619,0.0354653184952051,True
PER,PBI,mid,r3,0.0,0.0,0.0056014055549311,0.0147010498022561,0.0273959017717674,True
PER,UBI,mid,r3,0.0,0.0,0.0027693464855577,0.0061659335919686,0.0108992483308426,True
PER,PEN,mid,r4,0.0,0.0,-0.0144663083598352,0.1452800686702738,0.3700650241572971,True
PER,GMI:GMI_ideal_aggregate,mid,r4,0.0,0.0,-0.0691967900996816,-0.0373134582547987,0.0076282321629495,True
PER,GMI:GMI_loaded_aggregate,mid,r4,0.0,0.0,-0.0461311933997877,-0.0248756388365324,0.005085488108633,True
PER,MUT,mid,r4,0.0,0.0,0.0091578114694959,0.0258283804473755,0.0492876139050117,True
PER,PBI,mid,r4,0.0,0.0,0.0096944087798487,0.020882655570372,0.036592385503379,True
PER,UBI,mid,r4,0.0,0.0,0.0042808869577225,0.008457142435398,0.0143203871991269,True
PER,PEN,high,r0,0.0,0.0,-0.1197760798261581,0.0064055030258902,0.1805557822559446,True
PER,GMI:GMI_ideal_aggregate,high,r0,0.0,0.0,-0.092181305550826,-0.0669475746738123,-0.0321210874882726,True
PER,GMI:GMI_loaded_aggregate,high,r0,0.0,0.0,-0.0614542037005507,-0.0446317164492082,-0.0214140583255151,True
PER,MUT,high,r0,0.0,0.0,-0.0015447876806515,0.0116272198371496,0.0298066461480013,True
PER,PBI,high,r0,0.0,0.0,0.0026360815428624,0.0114612387083985,0.0236413330604348,True
PER,UBI,high,r0,0.0,0.0,0.0016685319246994,0.0049615338041497,0.0095063903818626,True
PER,PEN,high,r1,0.0,0.0,-0.1051444236233894,0.0290436154580095,0.2123842238634628,True
PER,GMI:GMI_ideal_aggregate,high,r1,0.0,0.0,-0.0882808277878826,-0.0615116696556362,-0.0248586727431852,True
PER,GMI:GMI_loaded_aggregate,high,r1,0.0,0.0,-0.0588538851919217,-0.0410077797704241,-0.0165724484954568,True
PER,MUT,high,r1,0.0,0.0,-0.0001792310127901,0.013826809533239,0.0330351355721435,True
PER,PBI,high,r1,0.0,0.0,0.0034930185574446,0.0128823685401276,0.0257488060678942,True
PER,UBI,high,r1,0.0,0.0,0.0019771018064567,0.0054824630657117,0.0102843361376515,True
PER,PEN,high,r2,0.0,0.0,-0.0942168280226432,0.0469615432480898,0.2379162620671473,True
PER,GMI:GMI_ideal_aggregate,high,r2,0.0,0.0,-0.086145028194222,-0.0578745192667392,-0.0195429083683854,True
PER,GMI:GMI_loaded_aggregate,high,r2,0.0,0.0,-0.057430018796148,-0.0385830128444928,-0.0130286055789236,True
PER,MUT,high,r2,0.0,0.0,0.0009685842479098,0.0157161505569207,0.035662650506037,True
PER,PBI,high,r2,0.0,0.0,0.0042636148662047,0.0141520105211384,0.0275216767722818,True
PER,UBI,high,r2,0.0,0.0,0.0022655240320006,0.0059563023293532,0.0109462456289674,True
PER,PEN,high,r3,0.0,0.0,-0.1153534323989077,0.0136378251875298,0.1909656774213741,True
PER,GMI:GMI_ideal_aggregate,high,r3,0.0,0.0,-0.0908294285156541,-0.0650189941216629,-0.0296831765125295,True
PER,GMI:GMI_loaded_aggregate,high,r3,0.0,0.0,-0.0605529523437694,-0.0433459960811086,-0.0197887843416863,True
PER,MUT,high,r3,0.0,0.0,-0.0011420489120727,0.0122959585388565,0.0308325744112383,True
PER,PBI,high,r3,0.0,0.0,0.0028927589062512,0.011891335025522,0.024304285056419,True
PER,UBI,high,r3,0.0,0.0,0.0017594142733849,0.0051196989730237,0.0097477667487118,True
PER,PEN,high,r4,0.0,0.0,-0.0610427718124449,0.0999361673169232,0.3191327107727507,True
PER,GMI:GMI_ideal_aggregate,high,r4,0.0,0.0,-0.0785782052249886,-0.0463953529705427,-0.0024727072245374,True
PER,GMI:GMI_loaded_aggregate,high,r4,0.0,0.0,-0.0523854701499924,-0.0309302353136951,-0.0016484714830249,True
PER,MUT,high,r4,0.0,0.0,0.0042961484442975,0.0210800723101002,0.0440317536717874,True
PER,PBI,high,r4,0.0,0.0,0.0064470102856382,0.0176956625624091,0.033081807952667,True
PER,UBI,high,r4,0.0,0.0,0.0030724855758322,0.0072687584150069,0.0130114438314575,True
PER,PEN,stress,r0,0.4102,0.2948,0.5065955153012509,0.9328475710061048,1.508094994891584,True
PER,GMI:GMI_ideal_aggregate,stress,r0,0.0,0.0,0.0330801779652228,0.118321854415278,0.2333595513115169,True
PER,GMI:GMI_loaded_aggregate,stress,r0,0.0,0.0,0.0220534519768152,0.078881236276852,0.1555730342076779,True
PER,MUT,stress,r0,0.0,0.0,0.063841706714726,0.1083378618216547,0.1683875396014915,True
PER,PBI,stress,r0,0.0,0.0,0.0464445965898522,0.0762567236745072,0.1164896071913645,True
PER,UBI,stress,r0,0.0,0.0,0.0180151555235438,0.029139194300276,0.0441516137452352,True
PER,PEN,stress,r1,0.5054,0.3828,0.5541248446965635,1.003155500110734,1.617019299603046,True
PER,GMI:GMI_ideal_aggregate,stress,r1,0.0,0.0,0.0436138082197206,0.1332909491505554,0.2561146909639974,True
PER,GMI:GMI_loaded_aggregate,stress,r1,0.0,0.0,0.0290758721464804,0.0888606327670369,0.1707431273093316,True
PER,MUT,stress,r1,0.0,0.0,0.0686796520616362,0.1155124963888667,0.1796106425319792,True
PER,PBI,stress,r1,0.0,0.0,0.0496452739216075,0.0810084865311811,0.12397316356617,True
PER,UBI,stress,r1,0.0,0.0,0.0192018540719594,0.0309019602235536,0.0469373252565268,True
PER,PEN,stress,r2,0.596,0.4666,0.602428874534067,1.076134645953588,1.7182354260023447,True
PER,GMI:GMI_ideal_aggregate,stress,r2,0.0,0.0,0.0532769745483337,0.1479296881594396,0.2762512692723826,True
PER,GMI:GMI_loaded_aggregate,stress,r2,0.0,0.0,0.0355179830322224,0.098619792106293,0.1841675128482551,True
PER,MUT,stress,r2,0.0,0.0,0.0737183660220188,0.1231895449724653,0.190188708542129,True
PER,PBI,stress,r2,0.0,0.0,0.0530192412347674,0.086164967281071,0.131050938572101,True
PER,UBI,stress,r2,0.0,0.0,0.0204604844730412,0.0328284478591263,0.0495765476836775,True
PER,PEN,stress,r3,0.4832,0.3616,0.5448799924221834,0.9898665194929712,1.594069285669739,True
PER,GMI:GMI_ideal_aggregate,stress,r3,0.0,0.0,0.0411471229914456,0.1302317372720701,0.2511083085393908,True
PER,GMI:GMI_loaded_aggregate,stress,r3,0.0,0.0,0.0274314153276304,0.08682115818138,0.1674055390262605,True
PER,MUT,stress,r3,0.0,0.0,0.0677817844900453,0.114220961099005,0.1772247973861701,True
PER,PBI,stress,r3,0.0,0.0,0.0490662909676235,0.0801733787007373,0.1223644360051232,True
PER,UBI,stress,r3,0.0,0.0,0.0189900266682937,0.0305959863816821,0.0463365190964673,True
PER,PEN,stress,r4,0.805,0.7186,0.7644910966333676,1.3212793352775225,2.086078250683929,True
PER,GMI:GMI_ideal_aggregate,stress,r4,0.0,0.0,0.0866313235665916,0.197915106758421,0.3507415829207865,True
PER,GMI:GMI_loaded_aggregate,stress,r4,0.0,0.0,0.0577542157110611,0.131943404505614,0.233827721947191,True
PER,MUT,stress,r4,0.0,0.0,0.090423388077654,0.1485803938378138,0.2284173978810905,True
PER,PBI,stress,r4,0.0,0.0,0.0641402942487416,0.1031095416045633,0.1566213364984948,True
PER,UBI,stress,r4,0.0,0.0,0.0245968523607611,0.0391392387103889,0.0591098939018408,True
CHL,PEN,low,r0,0.0,0.0,-0.0487691247391517,-0.0453966958591185,-0.0406474747857789,True
CHL,GMI:GMI_ideal_aggregate,low,r0,0.0,0.0,-2.3337014136886487,-2.262170982012067,-2.1614382918388744,True
CHL,GMI:GMI_loaded_aggregate,low,r0,0.0,0.0,-1.555800942459099,-1.5081139880080443,-1.440958861225916,True
CHL,MUT,low,r0,0.0,0.0,-0.0319852991934332,-0.0283801654369335,-0.0233032378522046,True
CHL,PBI,low,r0,0.0,0.0,-0.0131147041372286,-0.0109568520800628,-0.0079180581343354,True
CHL,UBI,low,r0,0.0,0.0,-0.0042183872076314,-0.0033171037685065,-0.0020478718723243,True
CHL,PEN,low,r1,0.0,0.0,-0.0476841536839424,-0.0441039523448343,-0.0390243985633059,True
CHL,GMI:GMI_ideal_aggregate,low,r1,0.0,0.0,-2.293989975789754,-2.216923814035358,-2.1094821188135824,True
CHL,GMI:GMI_loaded_aggregate,low,r1,0.0,0.0,-1.5293266505265029,-1.477949209356905,-1.4063214125423882,True
CHL,MUT,low,r1,0.0,0.0,-0.0310787118450657,-0.0272782724250302,-0.0218469167525618,True
CHL,PBI,low,r1,0.0,0.0,-0.0126584545021737,-0.0103776067897721,-0.0071308432595026,True
CHL,UBI,low,r1,0.0,0.0,-0.004043767490116,-0.0030941393726324,-0.0017376356683187,True
CHL,PEN,low,r2,0.0,0.0,-0.0472784322700941,-0.0434864249402019,-0.0381643127166307,True
CHL,GMI:GMI_ideal_aggregate,low,r2,0.0,0.0,-2.2854839671130467,-2.203865039852623,-2.091249374150971,True
CHL,GMI:GMI_loaded_aggregate,low,r2,0.0,0.0,-1.5236559780753642,-1.4692433599017485,-1.3941662494339806,True
CHL,MUT,low,r2,0.0,0.0,-0.0306537237219889,-0.0266057468047809,-0.0209500556150456,True
CHL,PBI,low,r2,0.0,0.0,-0.0123999979338318,-0.009973301881937,-0.0065918847953004,True
CHL,UBI,low,r2,0.0,0.0,-0.0039343374852349,-0.0029246807346825,-0.001507460816486,True
CHL,PEN,low,r3,0.0,0.0,-0.0486778275477273,-0.0453765800389735,-0.0406472152518693,True
CHL,GMI:GMI_ideal_aggregate,low,r3,0.0,0.0,-2.325202344011244,-2.253496288256982,-2.1524846462225558,True
CHL,GMI:GMI_loaded_aggregate,low,r3,0.0,0.0,-1.550134896007496,-1.502330858837988,-1.43498976414837,True
CHL,MUT,low,r3,0.0,0.0,-0.0319899921128118,-0.0284656075559364,-0.0234254583765576,True
CHL,PBI,low,r3,0.0,0.0,-0.0131529986915978,-0.0110415882537206,-0.0080326158498286,True
CHL,UBI,low,r3,0.0,0.0,-0.0042403806382904,-0.003359033317374,-0.0021038362356284,True
CHL,PEN,low,r4,0.0,0.0,-0.0458118113724868,-0.0417251904106927,-0.0359108157021685,True
CHL,GMI:GMI_ideal_aggregate,low,r4,0.0,0.0,-2.23706441504041,-2.1486466981533923,-2.026519622781678,True
CHL,GMI:GMI_loaded_aggregate,low,r4,0.0,0.0,-1.491376276693607,-1.4324311321022614,-1.351013081854452,True
CHL,MUT,low,r4,0.0,0.0,-0.0293513969589662,-0.0250041484860473,-0.0188035337980439,True
CHL,PBI,low,r4,0.0,0.0,-0.0117081512730498,-0.0091022909775223,-0.0053910087737395,True
CHL,UBI,low,r4,0.0,0.0,-0.0036653677272092,-0.0025767090224607,-0.0010289622759409,True
CHL,PEN,mid,r0,0.0,0.0,-0.0033180076564154,0.0263134183094257,0.0672510823624022,True
CHL,GMI:GMI_ideal_aggregate,mid,r0,0.0,0.0,-1.369666843720479,-0.7411736223872338,0.1271289825624421,True
CHL,GMI:GMI_loaded_aggregate,mid,r0,0.0,0.0,-0.913111229146986,-0.4941157482581558,0.084752655041628,True
CHL,MUT,mid,r0,0.0,0.0,0.0166020431329624,0.048278101488158,0.0920405527776217,True
CHL,PBI,mid,r0,0.0,0.0,0.015967239466724,0.0349269375809561,0.0611209436622374,True
CHL,UBI,mid,r0,0.0,0.0,0.0079284483739674,0.0158474629627663,0.0267880757851322,True
CHL,PEN,mid,r1,0.0,0.0,0.0001997272636854,0.0310087347032966,0.0737709117476444,True
CHL,GMI:GMI_ideal_aggregate,mid,r1,0.0014,0.0008,-1.2756737409888723,-0.6226830211779919,0.285009578363981,True
CHL,GMI:GMI_loaded_aggregate,mid,r1,0.0,0.0,-0.850449160659248,-0.4151220141186612,0.1900063855759873,True
CHL,MUT,mid,r1,0.0,0.0,0.0200450970960338,0.0530215895919701,0.0987323977053094,True
CHL,PBI,mid,r1,0.0,0.0,0.017963194935534,0.0376984434739851,0.0650341085060993,True
CHL,UBI,mid,r1,0.0,0.0,0.0087481955914983,0.0169867295725223,0.0284032488796005,True
CHL,PEN,mid,r2,0.0,0.0,0.0030491931270918,0.035835728153084,0.0808254916161532,True
CHL,GMI:GMI_ideal_aggregate,mid,r2,0.0048,0.0028,-1.217491554265367,-0.5212047381791954,0.4306374655139534,True
CHL,GMI:GMI_loaded_aggregate,mid,r2,0.0,0.0,-0.8116610361769113,-0.3474698254527969,0.2870916436759689,True
CHL,MUT,mid,r2,0.0,0.0,0.0231431864266526,0.0581723900974022,0.1063305055173422,True
CHL,PBI,mid,r2,0.0,0.0,0.019788461668612,0.0407678307688036,0.0696094579230908,True
CHL,UBI,mid,r2,0.0,0.0,0.0095035326613363,0.0182719702491123,0.030320007214022,True
CHL,PEN,mid,r3,0.0,0.0,-0.0033260047752355,0.0258038407419639,0.0660611904729467,True
CHL,GMI:GMI_ideal_aggregate,mid,r3,0.0002,0.0,-1.3622802291144545,-0.7451758596888121,0.1085108743228248,True
CHL,GMI:GMI_loaded_aggregate,mid,r3,0.0,0.0,-0.9081868194096362,-0.496783906459208,0.0723405828818832,True
CHL,MUT,mid,r3,0.0,0.0,0.0164639724303761,0.0476124954083818,0.0906573217123067,True
CHL,PBI,mid,r3,0.0,0.0,0.0158455199847954,0.0344978743964623,0.0602350780840283,True
CHL,UBI,mid,r3,0.0,0.0,0.0078694482164739,0.0156618702027056,0.0264059657890566,True
CHL,PEN,mid,r4,0.0,0.0,0.0102629857589279,0.046298216841987,0.0958811274982136,True
CHL,GMI:GMI_ideal_aggregate,mid,r4,0.0236,0.0162,-1.0468913198138112,-0.2820620464086145,0.7700572860045405,True
CHL,GMI:GMI_loaded_aggregate,mid,r4,0.0034,0.001,-0.6979275465425409,-0.1880413642724097,0.5133715240030269,True
CHL,MUT,mid,r4,0.0,0.0,0.0305652801586437,0.0690833017667182,0.122069389443507,True
CHL,PBI,mid,r4,0.0,0.0,0.0241488826571208,0.0472142033178401,0.0789222380834973,True
CHL,UBI,mid,r4,0.0,0.0,0.0113091936325417,0.02094635313226,0.034188942941815,True
CHL,PEN,high,r0,0.0,0.0,-0.0128047451791778,0.0141883168065957,0.0534442100550097,True
CHL,GMI:GMI_ideal_aggregate,high,r0,0.0,0.0,-1.5708839647762538,-0.9983513940979546,-0.1657197538774859,True
CHL,GMI:GMI_loaded_aggregate,high,r0,0.0,0.0,-1.0472559765175025,-0.665567596065303,-0.1104798359183239,True
CHL,MUT,high,r0,0.0,0.0,0.0064607002317514,0.0353163417939376,0.0772809764610493,True
CHL,PBI,high,r0,0.0,0.0,0.0098971407908156,0.0271686790225225,0.0522866023398967,True
CHL,UBI,high,r0,0.0,0.0,0.0053931126486646,0.0126070230392112,0.0230981817059891,True
CHL,PEN,high,r1,0.0,0.0,-0.0101634170742709,0.0182211952538908,0.0591176899873984,True
CHL,GMI:GMI_ideal_aggregate,high,r1,0.0002,0.0002,-1.4954162731533711,-0.8966103954353298,-0.0296789112770891,True
CHL,GMI:GMI_loaded_aggregate,high,r1,0.0,0.0,-0.9969441821022474,-0.5977402636235531,-0.0197859408513927,True
CHL,MUT,high,r1,0.0,0.0,0.0089949823998265,0.0393983013409092,0.0830724137216856,True
CHL,PBI,high,r1,0.0,0.0,0.01131561448449,0.0295340761533289,0.0556832368262376,True
CHL,UBI,high,r1,0.0,0.0,0.0059664132700892,0.0135774737674561,0.0245021791689299,True
CHL,PEN,high,r2,0.0,0.0,-0.007534476036053,0.0222932363617173,0.065229485601949,True
CHL,GMI:GMI_ideal_aggregate,high,r2,0.0008,0.0004,-1.4415626777323425,-0.8080645927446974,0.102656806541739,True
CHL,GMI:GMI_loaded_aggregate,high,r2,0.0,0.0,-0.9610417851548948,-0.5387097284964649,0.068437871027826,True
CHL,MUT,high,r2,0.0,0.0,0.0117846449733842,0.0437278600952214,0.0896081104751136,True
CHL,PBI,high,r2,0.0,0.0,0.0129977952319353,0.0321253444263414,0.0595681098060376,True
CHL,UBI,high,r2,0.0,0.0,0.0066630421039705,0.0146558998257195,0.0261205263874391,True
CHL,PEN,high,r3,0.0,0.0,-0.0123156248809761,0.0151600734814477,0.0541203930004123,True
CHL,GMI:GMI_ideal_aggregate,high,r3,0.0,0.0,-1.5531323249399245,-0.9693512343804505,-0.1420508203974772,True
CHL,GMI:GMI_loaded_aggregate,high,r3,0.0,0.0,-1.0354215499599495,-0.6462341562536336,-0.0947005469316514,True
CHL,MUT,high,r3,0.0,0.0,0.0068842060611616,0.0361869172127918,0.0779225325716831,True
CHL,PBI,high,r3,0.0,0.0,0.0101129048682985,0.0276436657364942,0.0526533950037915,True
CHL,UBI,high,r3,0.0,0.0,0.0054758950991774,0.0127950245043869,0.0232469093744596,True
CHL,PEN,high,r4,0.0,0.0,-0.0004974595496638,0.0333168251524035,0.0820911358512875,True
CHL,GMI:GMI_ideal_aggregate,high,r4,0.0098,0.0066,-1.274421934277935,-0.5562491839116542,0.4794868875623289,True
CHL,GMI:GMI_loaded_aggregate,high,r4,0.001,0.0004,-0.8496146228519567,-0.3708327892744361,0.3196579250415525,True
CHL,MUT,high,r4,0.0,0.0,0.019061357731189,0.0552250979607442,0.1073386083828724,True
CHL,PBI,high,r4,0.0,0.0,0.0172730265784995,0.0389294284945358,0.07010820396711,True
CHL,UBI,high,r4,0.0,0.0,0.0084390743191568,0.0174857212536756,0.0305035156826308,True
CHL,PEN,stress,r0,0.0,0.0,0.1312090334211444,0.2253624678385518,0.3573087974872651,True
CHL,GMI:GMI_ideal_aggregate,stress,r0,0.9838,0.978,1.4837001694206675,3.480728438151334,6.2793576320219175,True
CHL,GMI:GMI_loaded_aggregate,stress,r0,0.9478,0.9282,0.9891334462804452,2.3204856254342228,4.186238421347944,True
CHL,MUT,stress,r0,0.0,0.0,0.1604117405952762,0.2610619653393018,0.4021128767103792,True
CHL,PBI,stress,r0,0.0,0.0,0.102044503853923,0.1622886748577099,0.2467146684060608,True
CHL,UBI,stress,r0,0.0,0.0,0.0438808727395458,0.0690434289255522,0.1043061567683216,True
CHL,PEN,stress,r1,0.0,0.0,0.1404712490365815,0.2387741499404025,0.3779044651337639,True
CHL,GMI:GMI_ideal_aggregate,stress,r1,0.991,0.987,1.700494846223763,3.78306358088084,6.733633791940316,True
CHL,GMI:GMI_loaded_aggregate,stress,r1,0.9676,0.955,1.133663230815842,2.522042387253893,4.489089194626877,True
CHL,MUT,stress,r1,0.0,0.0,0.1700231401889469,0.2751991368855502,0.4238391023506089,True
CHL,PBI,stress,r1,0.0,0.0,0.107710636631379,0.1706728752350606,0.2596319306658197,True
CHL,UBI,stress,r1,0.0,0.0,0.0462293609685218,0.0725291038645232,0.1096831302382965,True
CHL,PEN,stress,r2,0.0,0.0,0.150794877963432,0.2547033690451938,0.4024028112926709,True
CHL,GMI:GMI_ideal_aggregate,stress,r2,0.996,0.9932,1.921733312474524,4.122429983481854,7.246703446781795,True
CHL,GMI:GMI_loaded_aggregate,stress,r2,0.9786,0.9702,1.2811555416496825,2.748286655654569,4.831135631187863,True
CHL,MUT,stress,r2,0.0,0.0,0.1810736293302721,0.2921564503656956,0.4500374608858557,True
CHL,PBI,stress,r2,0.0,0.0,0.114323074102607,0.1808206617915513,0.2753154864190419,True
CHL,UBI,stress,r2,0.0,0.0,0.048995711212783,0.076769559592486,0.1162344050587131,True
CHL,PEN,stress,r3,0.0,0.0,0.1368692514938692,0.2351769352067642,0.3723539349134493,True
CHL,GMI:GMI_ideal_aggregate,stress,r3,0.9888,0.9846,1.6100200519595949,3.694790544616039,6.602746798061902,True
CHL,GMI:GMI_loaded_aggregate,stress,r3,0.9612,0.9478,1.0733467013063964,2.463193696410692,4.401831198707935,True
CHL,MUT,stress,r3,0.0,0.0,0.1663425345887807,0.271445118416,0.4181170982875516,True
CHL,PBI,stress,r3,0.0,0.0,0.1055584689612454,0.1684789896865889,0.2562614236583095,True
CHL,UBI,stress,r3,0.0,0.0,0.0453410728595849,0.0716222604304726,0.1082868077003986,True
CHL,PEN,stress,r4,0.0,0.0,0.1854111819154844,0.3088131004216693,0.4821677241718227,True
CHL,GMI:GMI_ideal_aggregate,stress,r4,0.9998,0.9998,2.671119922893193,5.292684213407016,8.96617048624758,True
CHL,GMI:GMI_loaded_aggregate,stress,r4,0.9972,0.996,1.7807466152621283,3.528456142271344,5.977446990831721,True
CHL,MUT,stress,r4,0.0,0.0,0.2177708050366106,0.3496536428195489,0.5350899580638466,True
CHL,PBI,stress,r4,0.0,0.0,0.1362186303751937,0.2151304837740323,0.3261592190538936,True
CHL,UBI,stress,r4,0.0,0.0,0.058121568443404,0.091075617860533,0.1374571681801361,True
COL,PEN,low,r0,0.0,0.0,-0.1735146829771096,-0.1635839709241596,-0.1497487197973534,True
COL,GMI:GMI_ideal_aggregate,low,r0,0.0,0.0,-0.1162570491477108,-0.1132483578077726,-0.1090567147484287,True
COL,GMI:GMI_loaded_aggregate,low,r0,0.0,0.0,-0.0775046994318072,-0.0754989052051818,-0.0727044764989524,True
COL,MUT,low,r0,0.0,0.0,-0.0207467831605781,-0.018853714569489,-0.0162163327565498,True
COL,PBI,low,r0,0.0,0.0,-0.0093108663613656,-0.0081020938124215,-0.0064180582990906,True
COL,UBI,low,r0,0.0,0.0,-0.0028748361358874,-0.0024015689881151,-0.0017422235348803,True
COL,PEN,low,r1,0.0,0.0,-0.1697329002112361,-0.159204671855617,-0.1442683846957249,True
COL,GMI:GMI_ideal_aggregate,low,r1,0.0,0.0,-0.1142548271894421,-0.1110455381711919,-0.1064887178503488,True
COL,GMI:GMI_loaded_aggregate,low,r1,0.0,0.0,-0.0761698847929614,-0.0740303587807946,-0.0709924785668992,True
COL,MUT,low,r1,0.0,0.0,-0.0201989796466782,-0.0181850035151731,-0.0153578590683781,True
