country_id,year,government_level,grd_total_revenue_ex_grants_ex_sc_gdp,grd_tax_excluding_sc_gdp,grd_tax_including_sc_gdp,oecd_tax_excluding_sc_gdp,oecd_tax_including_sc_gdp,oecd_social_contrib_gdp,imf_total_revenue_general_government_gdp,grd_minus_oecd_tax_ex_sc_gdp,grd_minus_oecd_tax_inc_sc_gdp,grd_minus_imf_total_revenue_gdp,tax_comparison_concept,comparison_role,source_excel_file,canonical_mapping_note,dataset_version,build_id,created_at,created_by_script
CHL,2000,central_government,0.19236437827948955,0.15672280701920618,0.1703851921933965,0.1735220789515567,0.187184464152609,0.0136623852010523,0.22177170548025,-0.016799271932350507,-0.01679927195921249,-0.029407327200760447,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2001,central_government,0.19556652732734753,0.1600335254726954,0.17386451168967318,0.175201138103733,0.189032124076737,0.013830985973003999,0.22686639100651998,-0.015167612631037608,-0.015167612387063822,-0.03129986367917245,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2002,central_government,0.18741537347011483,0.15918158642342986,0.1732000574367049,0.17537892087810353,0.18939739155270502,0.0140184706746015,0.22030860582970999,-0.016197334454673668,-0.016197334116000106,-0.032893232359595154,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2003,central_government,0.1862831855061143,0.1534542190590302,0.16721632883619478,0.1725057391900294,0.186267849253377,0.013762110063347599,0.2180279934681,-0.0190515201309992,-0.01905152041718222,-0.0317448079619857,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2004,central_government,0.19877089860748062,0.15087802619704943,0.1645823620019174,0.1774108546931675,0.191115190460593,0.0137043357674255,0.22866486610102998,-0.02653282849611807,-0.026532828458675606,-0.02989396749354936,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2005,central_government,0.21638163788774717,0.16335807678747163,0.1769661537940239,0.1947414871284236,0.208349564165981,0.0136080770375574,0.24817124335857,-0.03138341034095196,-0.031383410371957104,-0.031789605470822824,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2006,central_government,0.2330244918046247,0.1620607355213843,0.17493678069426297,0.20826508889556428,0.22114113399331198,0.0128760450977477,0.26239243428335,-0.04620435337417997,-0.04620435329904901,-0.029367942478725317,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2007,central_government,0.24827630159664077,0.17930181251380123,0.19204198152032356,0.21573234592625692,0.22847251490367002,0.0127401689774131,0.27261483066023,-0.036430533412455696,-0.03643053338334645,-0.024338529063589243,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2008,central_government,0.23505224288223092,0.1754959100589022,0.18923048476973653,0.2002934036470825,0.214027978460633,0.013734574813550499,0.25721567451487,-0.024797493588180314,-0.024797493690896483,-0.022163431632639063,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
CHL,2009,central_government,0.17546672494094118,0.13882637229628675,0.15309485295882105,0.15970333854024088,0.173971819161664,0.0142684806214231,0.20716724064601,-0.02087696624395413,-0.020876966202842934,-0.03170051570506882,like_for_like_excluding_social_contributions: GRD canonical tax excludes social contributions; OECD comparison subtracts OECD social_contrib_gdp from total tax.,contrast_only_not_baseline_anchor,UNUWIDERGRD_2025_Central.xlsx,GRD User Guide 2025 advises most users to rely on revenue and tax figures exclusive of social contributions for completeness and comparability. The canonical total-revenue field also excludes grants for domestic fiscal-capacity use; all total-revenue variants from the file are retained.,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.578023+00:00,materialize_official_v2_author_signature.py
