parameter_set_id,name,module,country_id,scenario_id,policy_id,regime_code,value_type,unit,baseline_value,low_value,high_value,support_type,source_id,formula_id,distribution,truncation_rule,primary_spec_flag,robustness_flag,stress_flag,double_counting_risk,double_counting_note,audit_status,notes,is_lac_fallback,assumption_id,dataset_version,build_id,created_at,created_by_script,author_approval_date,author_approval_note
baseline-official-v3,A_aipi_total,adoption_translation,PER,,,,observed,index_0_to_1,0.491133,0.441133,0.541133,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,A: incertidumbre de puntajes de indices compuestos. La literatura ancla la existencia y el orden de magnitud de la incertidumbre; el rango exacto +/-0.05 es declaracion del autor dentro de esa clase. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_A_aipi_total_PER,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,A_aipi_total,adoption_translation,CHL,,,,observed,index_0_to_1,0.585751,0.535751,0.6357510000000001,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,A: incertidumbre de puntajes de indices compuestos. La literatura ancla la existencia y el orden de magnitud de la incertidumbre; el rango exacto +/-0.05 es declaracion del autor dentro de esa clase. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_A_aipi_total_CHL,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,A_aipi_total,adoption_translation,COL,,,,observed,index_0_to_1,0.489494,0.439494,0.539494,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,A: incertidumbre de puntajes de indices compuestos. La literatura ancla la existencia y el orden de magnitud de la incertidumbre; el rango exacto +/-0.05 es declaracion del autor dentro de esa clase. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_A_aipi_total_COL,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,A_aipi_total,adoption_translation,MEX,,,,observed,index_0_to_1,0.532044,0.482044,0.582044,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,A: incertidumbre de puntajes de indices compuestos. La literatura ancla la existencia y el orden de magnitud de la incertidumbre; el rango exacto +/-0.05 es declaracion del autor dentro de esa clase. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_A_aipi_total_MEX,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,Gap_excluded_indicators,adoption_translation,PER,,,,observed,index_0_to_1,0.26508123256559324,0.21508123256559325,0.31508123256559323,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",author_approved,Gap: incertidumbre de puntajes de indices compuestos construidos desde cobertura ITU y velocidades Ookla excluidas del AIPI. La literatura ancla clase y orden de magnitud; +/-0.05 es declaracion del autor. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_Gap_excluded_indicators_PER,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,Gap_excluded_indicators,adoption_translation,CHL,,,,observed,index_0_to_1,0.0886511843200829,0.038651184320082896,0.1386511843200829,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",author_approved,Gap: incertidumbre de puntajes de indices compuestos construidos desde cobertura ITU y velocidades Ookla excluidas del AIPI. La literatura ancla clase y orden de magnitud; +/-0.05 es declaracion del autor. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_Gap_excluded_indicators_CHL,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,Gap_excluded_indicators,adoption_translation,COL,,,,observed,index_0_to_1,0.23850844421210804,0.18850844421210805,0.28850844421210803,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",author_approved,Gap: incertidumbre de puntajes de indices compuestos construidos desde cobertura ITU y velocidades Ookla excluidas del AIPI. La literatura ancla clase y orden de magnitud; +/-0.05 es declaracion del autor. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_Gap_excluded_indicators_COL,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,Gap_excluded_indicators,adoption_translation,MEX,,,,observed,index_0_to_1,0.3512321314632644,0.3012321314632644,0.40123213146326436,literature_informed_measurement_uncertainty,Saisana_Saltelli_Tarantola_2005_JRSSA;Hoyland_Moene_Willumsen_2012_JDE,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",author_approved,Gap: incertidumbre de puntajes de indices compuestos construidos desde cobertura ITU y velocidades Ookla excluidas del AIPI. La literatura ancla clase y orden de magnitud; +/-0.05 es declaracion del autor. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_Gap_excluded_indicators_MEX,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,I_adopt_informality,adoption_translation,PER,,,,observed,share,0.6746800000000001,0.63468,0.7146800000000001,literature_informed_measurement_uncertainty,Gasparini_Tornarolli_2007_CEDLAS_WP46;Gasparini_Tornarolli_2009_followup,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,I: dispersion inter-definicion de informalidad en LAC. Gasparini y Tornarolli documentan brechas de varios puntos porcentuales; +/-0.04 es conservador frente a ese orden de magnitud. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_I_adopt_informality_PER,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
baseline-official-v3,I_adopt_informality,adoption_translation,CHL,,,,observed,share,0.27458,0.23457999999999998,0.31457999999999997,literature_informed_measurement_uncertainty,Gasparini_Tornarolli_2007_CEDLAS_WP46;Gasparini_Tornarolli_2009_followup,MEASUREMENT_UNCERTAINTY_PERT_AUTHOR_2026_07_09,bounded_PERT,"truncated_to_[0,1]_and_checked_q_bar_nonnegative",True,False,False,none,none,author_approved,I: dispersion inter-definicion de informalidad en LAC. Gasparini y Tornarolli documentan brechas de varios puntos porcentuales; +/-0.04 es conservador frente a ese orden de magnitud. Nota de honestidad: la literatura ancla la existencia y el orden de magnitud de la incertidumbre para esta clase de objetos; los valores exactos son declaracion del autor. La sensibilidad de intensidad del factor rho 0.3-0.8 cubre parcialmente rangos mas anchos.,False,OFFICIAL_V3_MEASUREMENT_I_adopt_informality_CHL,v1.0.1-official-4c,etapa_5B_R_baseline_official_v3_measurement_uncertainty,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,2026-07-09,cumplimiento del vector Theta_channel del paper; incertidumbre de medicion informada por literatura
